species.watershed,Watershed_name,Genus_spp,numyears,percyears,chiPval,chi_fearly,chi_flate,runsPval,numtransitions,trend,classification
rosa_arkan.N1B,N1B,rosa_arkan,31,1,0.10050954088451342,0.625,0.26666666666666666,0.024103603129656936,10,0,Recurrent
ruelli_humil.N1B,N1B,ruelli_humil,31,1,0.4938029646320821,0.125,0,1.3755538820213215e-6,1,0,Recurrent
salvia_azure.N1B,N1B,salvia_azure,31,1,0.005627304907732369,0.5,0,NA,3,-1,Decreasing
schiza_scopa.N1B,N1B,schiza_scopa,31,1,1.9070231506884455e-7,1,0,NA,1,-1,Decreasing
senna_maril.N1B,N1B,senna_maril,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
silene_antir.N1B,N1B,silene_antir,31,0.84,0.36899585542689983,0.75,0.9333333333333333,0.39382529300283187,8,0,Random
sisyri_campe.N1B,N1B,sisyri_campe,31,0.87,1,0.875,0.8666666666666667,0.8097008933768095,8,0,Random
solanu_carol.N1B,N1B,solanu_carol,31,0.77,0.06934084351022943,0.9375,0.6,0.06607865080611015,8,0,Random
solanu_ptyca.N1B,N1B,solanu_ptyca,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
solanu_rostr.N1B,N1B,solanu_rostr,31,0.31999999999999995,0.9999999999999997,0.3125,0.3333333333333333,0.92646001299271,17,0,Random
solida_altis.N1B,N1B,solida_altis,31,1,0.33506173744419815,0.5,0.26666666666666666,0.013825547448709034,9,0,Recurrent
solida_misso.N1B,N1B,solida_misso,31,1,0.10688976489998328,0.6875,0.3333333333333333,0.7103873889477217,17,0,Random
sorgha_nutan.N1B,N1B,sorgha_nutan,31,1,9.026264971155701e-5,0.75,0,NA,1,-1,Decreasing
spermo_inerm.N1B,N1B,spermo_inerm,31,0.9,0.24735482306428383,0.8125,1,0.7421078985573584,6,0,Random
sporob_compo.N1B,N1B,sporob_compo,31,1,0.12381749876088588,0.25,0,1.9998841638841e-7,1,0,Recurrent
sporob_crypt.N1B,N1B,sporob_crypt,31,0.65,0.03399119546863185,0.4375,0.8666666666666667,NA,6,1,Increasing
sporob_heter.N1B,N1B,sporob_heter,31,0.44999999999999996,5.8669510429744606e-6,0.875,0,NA,1,-1,Decreasing
stenar_nigri.N1B,N1B,stenar_nigri,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
sympho_orbic.N1B,N1B,sympho_orbic,31,1,0.1075338678513425,0.75,0.4,7.505385230943867e-5,5,0,Recurrent
symphy_erico.N1B,N1B,symphy_erico,31,1,1.1727059450222468e-6,0.9375,0,NA,3,-1,Decreasing
symphy_laeve.N1B,N1B,symphy_laeve,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
symphy_oblon.N1B,N1B,symphy_oblon,31,1,9.026264971155701e-5,0.75,0,NA,7,-1,Decreasing
symphy_seric.N1B,N1B,symphy_seric,31,1,0.9999999999999999,0.0625,0,7.007977131478214e-5,1,0,Recurrent
teucri_canad.N1B,N1B,teucri_canad,31,1,0.4457475743700233,0.3125,0.13333333333333333,1.432305454886208e-4,4,0,Recurrent
trades_bract.N1B,N1B,trades_bract,31,0.18999999999999995,0.028802456421696293,0.375,0,NA,3,-1,Decreasing
tragia_beton.N1B,N1B,tragia_beton,31,0.74,0.0028758670616075917,1,0.4666666666666667,NA,1,-1,Decreasing
triden_flavu.N1B,N1B,triden_flavu,31,0.97,0.5872145938600922,0.125,0.26666666666666666,2.2288160900003404e-6,2,0,Recurrent
trioda_lepto.N1B,N1B,trioda_lepto,31,0.5800000000000001,0.1075338678513425,0.75,0.4,0.06200509991426033,11,0,Random
trioda_perfo.N1B,N1B,trioda_perfo,31,0.65,0.10193077872193111,0.8125,0.4666666666666667,0.7651714952570862,16,0,Random
verbas_blatt.N1B,N1B,verbas_blatt,31,0.55,0.6001627353234458,0.625,0.4666666666666667,0.024103603129656936,10,0,Recurrent
verben_stric.N1B,N1B,verben_stric,31,1,0.24735482306428383,0.1875,0,6.487325970637214e-5,2,0,Recurrent
vernon_baldw.N1B,N1B,vernon_baldw,31,1,0.36899585542689983,0.75,0.9333333333333333,0.001133670762583116,4,0,Recurrent
viola_bicol.N1B,N1B,viola_bicol,31,0.35,0.3764715139211589,0.25,0.4666666666666667,0.006587846048527602,8,0,Recurrent
viola_pedat.N1B,N1B,viola_pedat,31,0.52,1,0.5,0.5333333333333333,0.10129471700682195,12,0,Random
achill_mille.N20B,N20B,achill_mille,31,1,0.01307691769989149,0.4375,0,NA,8,-1,Decreasing
amorph_canes.N20B,N20B,amorph_canes,31,1,0.028802456421696293,0.375,0,NA,3,-1,Decreasing
andros_occid.N20B,N20B,andros_occid,31,0.09999999999999998,NA,NA,NA,NA,3,NA,Rare
antenn_negle.N20B,N20B,antenn_negle,31,1,0.87862332033474,0.375,0.4666666666666667,0.4855078522617498,15,0,Random
asclep_steno.N20B,N20B,asclep_steno,31,0.65,0.8939812654690358,0.6875,0.6,0.7651714952570862,16,0,Random
asclep_syria.N20B,N20B,asclep_syria,31,0.84,0.04204028171591283,1,0.6666666666666666,NA,6,-1,Decreasing
asclep_tuber.N20B,N20B,asclep_tuber,31,0.97,0.0068781768234081634,0.75,0.2,NA,11,-1,Decreasing
asclep_verti.N20B,N20B,asclep_verti,31,1,0.9999999999999999,0.0625,0,7.007977131478214e-5,1,0,Recurrent
asclep_virdf.N20B,N20B,asclep_virdf,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
asclep_virds.N20B,N20B,asclep_virds,31,1,0.0022718372541295786,0.5625,0,NA,8,-1,Decreasing
astrag_crass.N20B,N20B,astrag_crass,31,1,0.007129770985317564,0.8125,0.26666666666666666,NA,7,-1,Decreasing
baptis_bract.N20B,N20B,baptis_bract,31,1,9.026264971155701e-5,0.75,0,NA,5,-1,Decreasing
bromus_inerm.N20B,N20B,bromus_inerm,31,1,5.338986932222854e-4,0.9375,0.26666666666666666,NA,2,-1,Decreasing
callir_invol.N20B,N20B,callir_invol,31,1,5.8669510429744606e-6,0.875,0,NA,3,-1,Decreasing
carex_brevi.N20B,N20B,carex_brevi,31,0.94,0.04900634866838942,0.75,0.3333333333333333,NA,7,-1,Decreasing
carex_gravi.N20B,N20B,carex_gravi,31,1,0.12381749876088588,0.25,0,1.2238218346433187e-5,2,0,Recurrent
carex_inops.N20B,N20B,carex_inops,31,0.94,0.6053967742246604,0.1875,0.3333333333333333,7.382221250967464e-5,4,0,Recurrent
carex_meadi.N20B,N20B,carex_meadi,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
ceanot_herba.N20B,N20B,ceanot_herba,31,1,4.849363404255556e-4,0.75,0.06666666666666667,NA,3,-1,Decreasing
chaero_procu.N20B,N20B,chaero_procu,31,0.06000000000000005,NA,NA,NA,NA,3,NA,Rare
cirsiu_altis.N20B,N20B,cirsiu_altis,31,1,0.24735482306428383,0.1875,0,6.487325970637214e-5,2,0,Recurrent
cirsiu_undul.N20B,N20B,cirsiu_undul,31,1,0.5366545109001994,0.4375,0.26666666666666666,2.2518255690973833e-5,4,0,Recurrent
comand_umbel.N20B,N20B,comand_umbel,31,0.71,0.0022718372541295786,0.4375,1,NA,6,1,Increasing
cornus_drumm.N20B,N20B,cornus_drumm,31,1,2.472741684565855e-5,0.1875,1,NA,3,1,Increasing
coryda_micra.N20B,N20B,coryda_micra,31,0.13,0.12381749876088588,0.25,0,0.510929583565928,7,0,Random
croton_monan.N20B,N20B,croton_monan,31,0.97,1,0.25,0.26666666666666666,0.1835045895181674,10,0,Random
dalea_candi.N20B,N20B,dalea_candi,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
dalea_purpu.N20B,N20B,dalea_purpu,31,1,0.12381749876088588,0.25,0,3.755965225892386e-4,3,0,Recurrent
descur_pinna.N20B,N20B,descur_pinna,31,0.5800000000000001,0.5648742938932729,0.5,0.6666666666666666,0.6327408073507788,16,0,Random
dichan_oligo.N20B,N20B,dichan_oligo,31,1,4.849363404255556e-4,0.75,0.06666666666666667,NA,7,-1,Decreasing
dichan_ovale.N20B,N20B,dichan_ovale,31,0.52,1,0.5,0.5333333333333333,1.3335750775849813e-5,4,0,Recurrent
draba_repta.N20B,N20B,draba_repta,31,0.39,0.6088355461174525,0.3125,0.4666666666666667,0.6906425888539952,16,0,Random
echina_angus.N20B,N20B,echina_angus,31,1,0.12381749876088588,0.25,0,0.047322364103480605,5,0,Recurrent
eleoch_compr.N20B,N20B,eleoch_compr,31,0.97,0.19225130462178386,0.5625,0.26666666666666666,0.0038548663576638852,8,0,Recurrent
elymus_canad.N20B,N20B,elymus_canad,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
eriger_strig.N20B,N20B,eriger_strig,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
euphor_spath.N20B,N20B,euphor_spath,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
galium_apari.N20B,N20B,galium_apari,31,0.48,1,0.5,0.4666666666666667,0.0030983318263331774,8,0,Recurrent
hedeom_hispi.N20B,N20B,hedeom_hispi,31,0.94,0.4938029646320821,0.875,1,0.001447721282176437,2,0,Recurrent
hierac_longi.N20B,N20B,hierac_longi,31,0.77,0.06934084351022943,0.9375,0.6,0.005137313835460302,6,0,Recurrent
hordeu_pusil.N20B,N20B,hordeu_pusil,31,0.81,0.028802456421696293,0.625,1,NA,8,1,Increasing
hybant_verti.N20B,N20B,hybant_verti,31,1,0.30337022879060743,0.4375,0.2,0.1421962667157867,11,0,Random
hymeno_scabi.N20B,N20B,hymeno_scabi,31,1,0.640592006524916,0.1875,0.06666666666666667,0.2055398893616577,6,0,Random
koeler_macra.N20B,N20B,koeler_macra,31,1,0.20178086785522442,0.6875,0.9333333333333333,0.1580272246149236,8,0,Random
lactuc_serri.N20B,N20B,lactuc_serri,31,0.26,0.05148761028667245,0.4375,0.06666666666666667,7.382221250967464e-5,4,0,Recurrent
lepidi_densi.N20B,N20B,lepidi_densi,31,1,NA,NA,NA,NA,0,NA,Invariant
lesped_viola.N20B,N20B,lesped_viola,31,1,0.9999999999999999,0.1875,0.13333333333333333,0.04834969544775515,6,0,Recurrent
linum_sulca.N20B,N20B,linum_sulca,31,1,NA,NA,NA,NA,0,NA,Invariant
lithos_occid.N20B,N20B,lithos_occid,31,1,0.0021691433174929574,0.875,0.26666666666666666,NA,9,-1,Decreasing
lomati_foeni.N20B,N20B,lomati_foeni,31,1,0.10478287613147351,0.375,0.06666666666666667,0.16471815196577136,9,0,Random
mimosa_quadr.N20B,N20B,mimosa_quadr,31,1,0.0028758670616075917,1,0.4666666666666667,NA,5,-1,Decreasing
oenoth_bienn.N20B,N20B,oenoth_bienn,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
oenoth_macro.N20B,N20B,oenoth_macro,31,1,0.9999999999999999,0.1875,0.13333333333333333,0.009213517951520575,5,0,Recurrent
oenoth_serru.N20B,N20B,oenoth_serru,31,0.97,0.0607219234556129,0.3125,0,0.001133670762583116,4,0,Recurrent
oenoth_speci.N20B,N20B,oenoth_speci,31,0.9,8.508286324362016e-4,0.625,0,NA,5,-1,Decreasing
opunti_macro.N20B,N20B,opunti_macro,31,0.94,0.17099051982691332,0.5,0.2,1.1673453395695353e-4,5,0,Recurrent
oxalis_stric.N20B,N20B,oxalis_stric,31,0.74,0.0028758670616075917,1,0.4666666666666667,NA,1,-1,Decreasing
oxalis_viola.N20B,N20B,oxalis_viola,31,0.65,1,0.625,0.6666666666666666,5.199739114152767e-4,6,0,Recurrent
packer_platt.N20B,N20B,packer_platt,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
pediom_escul.N20B,N20B,pediom_escul,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
penste_cobae.N20B,N20B,penste_cobae,31,1,0.24735482306428383,0.1875,0,6.487325970637214e-5,2,0,Recurrent
physal_pumil.N20B,N20B,physal_pumil,31,1,9.026264971155701e-5,0.75,0,NA,5,-1,Decreasing
planta_rhodo.N20B,N20B,planta_rhodo,31,0.84,0.937189201292317,0.875,0.8,0.04834969544775515,6,0,Recurrent
poa_prate.N20B,N20B,poa_prate,31,1,0.012764441573415098,0.9375,0.4666666666666667,NA,5,-1,Decreasing
ratibi_colum.N20B,N20B,ratibi_colum,31,1,0.24735482306428383,0.1875,0,0.7421078985573584,6,0,Random
rhus_aroma.N20B,N20B,rhus_aroma,31,1,NA,NA,NA,NA,0,NA,Invariant
rhus_glabr.N20B,N20B,rhus_glabr,31,1,0.002283307022705208,0.8125,0.2,NA,4,-1,Decreasing
ruelli_humil.N20B,N20B,ruelli_humil,31,1,NA,NA,NA,NA,0,NA,Invariant
silene_antir.N20B,N20B,silene_antir,31,0.74,1,0.75,0.7333333333333333,0.08314230445910545,9,0,Random
sisyri_campe.N20B,N20B,sisyri_campe,31,0.97,0.4938029646320821,0.125,0,1.3755538820213215e-6,1,0,Recurrent
sonchu_asper.N20B,N20B,sonchu_asper,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
spermo_inerm.N20B,N20B,spermo_inerm,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
spheno_obtus.N20B,N20B,spheno_obtus,31,0.94,0.12381749876088588,0.25,0,3.755965225892386e-4,3,0,Recurrent
sympho_orbic.N20B,N20B,sympho_orbic,31,1,0.33875884132344075,0.125,0.3333333333333333,0.06607865080611015,8,0,Random
teucri_canad.N20B,N20B,teucri_canad,31,1,0.005627304907732369,0.5,0,NA,5,-1,Decreasing
tragop_dubiu.N20B,N20B,tragop_dubiu,31,0.94,0.9999999999999998,0.9375,0.9333333333333333,0.6704940806325976,4,0,Random
trioda_lepto.N20B,N20B,trioda_lepto,31,0.5800000000000001,0.1075338678513425,0.75,0.4,0.06200509991426033,11,0,Random
trioda_perfo.N20B,N20B,trioda_perfo,31,0.52,0.3717703175791154,0.625,0.4,0.022444185600620135,10,0,Recurrent
verben_stric.N20B,N20B,verben_stric,31,1,0.9999999999999999,0.0625,0,7.007977131478214e-5,1,0,Recurrent
vicia_ameri.N20B,N20B,vicia_ameri,31,0.26,0.005627304907732369,0.5,0,NA,7,-1,Decreasing
viola_bicol.N20B,N20B,viola_bicol,31,0.48,1,0.5,0.4666666666666667,0.0030983318263331774,8,0,Recurrent
viola_nephr.N20B,N20B,viola_nephr,31,0.71,0.012764441573415098,0.9375,0.4666666666666667,NA,3,-1,Decreasing
viola_pedat.N20B,N20B,viola_pedat,31,0.97,0.4938029646320821,0.125,0,1.3755538820213215e-6,1,0,Recurrent
vulpia_octof.N20B,N20B,vulpia_octof,31,0.84,0.36899585542689983,0.75,0.9333333333333333,0.39382529300283187,8,0,Random
achill_mille.N4A,N4A,achill_mille,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
ambros_psilo.N4A,N4A,ambros_psilo,31,1,0.9999999999999997,0.3125,0.26666666666666666,0.10767605225207548,10,0,Random
amorph_canes.N4A,N4A,amorph_canes,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
androp_gerar.N4A,N4A,androp_gerar,31,1,0.0017018576035889687,0.9375,0.3333333333333333,NA,8,-1,Decreasing
andros_occid.N4A,N4A,andros_occid,31,0.18999999999999995,0.9999999999999997,0.1875,0.2,0.05476579991427084,7,0,Random
antenn_negle.N4A,N4A,antenn_negle,31,1,0.24735482306428383,0.1875,0,0.7421078985573584,6,0,Random
artemi_ludov.N4A,N4A,artemi_ludov,31,1,1,0.625,0.6666666666666666,0.01882099292415999,9,0,Recurrent
asclep_steno.N4A,N4A,asclep_steno,31,0.94,0.4938029646320821,0.875,1,0.6704940806325976,4,0,Random
asclep_verti.N4A,N4A,asclep_verti,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
asclep_virds.N4A,N4A,asclep_virds,31,1,0.4457475743700233,0.3125,0.13333333333333333,0.005137313835460302,6,0,Recurrent
astrag_crass.N4A,N4A,astrag_crass,31,0.97,0.20178086785522442,0.3125,0.06666666666666667,0.013974368446475812,6,0,Recurrent
baptis_austr.N4A,N4A,baptis_austr,31,1,0.10688976489998328,0.6875,0.3333333333333333,0.5748641121621529,16,0,Random
boutel_curti.N4A,N4A,boutel_curti,31,1,0.21144981550278782,0.25,0.5333333333333333,0.001471672169274707,7,0,Recurrent
boutel_dacty.N4A,N4A,boutel_dacty,31,1,0.07216789010665725,0.5,0.8666666666666667,0.002972599617536712,7,0,Recurrent
boutel_graci.N4A,N4A,boutel_graci,31,1,0.0074558999955622735,0,0.4666666666666667,NA,8,1,Increasing
boutel_hirsu.N4A,N4A,boutel_hirsu,31,0.74,0.10688976489998328,0.3125,0.6666666666666666,0.050507376866251494,11,0,Random
bricke_eupat.N4A,N4A,bricke_eupat,31,1,8.508286324362016e-4,0.625,0,NA,5,-1,Decreasing
buglos_arven.N4A,N4A,buglos_arven,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
carex_brevi.N4A,N4A,carex_brevi,31,0.9,0.24735482306428383,0.8125,1,6.487325970637214e-5,2,0,Recurrent
carex_inops.N4A,N4A,carex_inops,31,0.94,0.5366545109001994,0.4375,0.26666666666666666,2.2518255690973833e-5,4,0,Recurrent
carex_meadi.N4A,N4A,carex_meadi,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
ceanot_herba.N4A,N4A,ceanot_herba,31,1,0.24735482306428383,0.1875,0,0.7421078985573584,6,0,Random
cirsiu_undul.N4A,N4A,cirsiu_undul,31,1,0.5872145938600922,0.125,0.26666666666666666,3.451392902386525e-4,4,0,Recurrent
comand_umbel.N4A,N4A,comand_umbel,31,1,NA,NA,NA,NA,0,NA,Invariant
cornus_drumm.N4A,N4A,cornus_drumm,31,1,2.6574051326725527e-5,0,0.8,NA,1,1,Increasing
cyperu_lupul.N4A,N4A,cyperu_lupul,31,0.9,0.9530952817995972,0.9375,0.8666666666666667,0.0560820490128325,4,0,Random
dalea_candi.N4A,N4A,dalea_candi,31,1,NA,NA,NA,NA,0,NA,Invariant
dalea_purpu.N4A,N4A,dalea_purpu,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
descur_pinna.N4A,N4A,descur_pinna,31,0.26,1,0.25,0.26666666666666666,0.9343080979085658,15,0,Random
desmod_illin.N4A,N4A,desmod_illin,31,0.5800000000000001,0.5648742938932729,0.5,0.6666666666666666,0.3402466398459586,14,0,Random
dichan_oligo.N4A,N4A,dichan_oligo,31,1,0.17099051982691332,0.5,0.2,0.006587846048527602,8,0,Recurrent
digita_cogna.N4A,N4A,digita_cogna,31,0.71,0.02379624189979081,0.5,0.9333333333333333,NA,10,1,Increasing
draba_cunei.N4A,N4A,draba_cunei,31,0.06000000000000005,NA,NA,NA,NA,3,NA,Rare
echina_angus.N4A,N4A,echina_angus,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
elymus_canad.N4A,N4A,elymus_canad,31,1,NA,NA,NA,NA,0,NA,Invariant
eragro_spect.N4A,N4A,eragro_spect,31,0.94,0.24735482306428383,0.1875,0,0.003387153153070865,3,0,Recurrent
eriger_strig.N4A,N4A,eriger_strig,31,1,0.4938029646320821,0.125,0,0.6704940806325976,4,0,Random
euphor_margi.N4A,N4A,euphor_margi,31,0.74,0.005627304907732369,0.5,1,NA,8,1,Increasing
euphor_prost.N4A,N4A,euphor_prost,31,0.09999999999999998,NA,NA,NA,NA,3,NA,Rare
euphor_serpe.N4A,N4A,euphor_serpe,31,0.52,0.3717703175791154,0.625,0.4,0.10129471700682195,12,0,Random
euphor_spath.N4A,N4A,euphor_spath,31,0.94,0.4938029646320821,0.875,1,0.6704940806325976,4,0,Random
hedeom_hispi.N4A,N4A,hedeom_hispi,31,0.94,0.4938029646320821,0.875,1,0.6704940806325976,4,0,Random
hierac_longi.N4A,N4A,hierac_longi,31,0.87,0.09348810510448448,1,0.7333333333333333,3.755965225892386e-4,3,0,Recurrent
koeler_macra.N4A,N4A,koeler_macra,31,1,0.2061056896922602,0.375,0.6666666666666666,0.050507376866251494,11,0,Random
lepidi_densi.N4A,N4A,lepidi_densi,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
lesped_capit.N4A,N4A,lesped_capit,31,1,0.01307691769989149,0.4375,0,NA,5,-1,Decreasing
linum_sulca.N4A,N4A,linum_sulca,31,1,NA,NA,NA,NA,0,NA,Invariant
lomati_foeni.N4A,N4A,lomati_foeni,31,1,0.0607219234556129,0.3125,0,0.39382529300283187,8,0,Random
mimosa_quadr.N4A,N4A,mimosa_quadr,31,1,0.08941437300482474,0.875,0.5333333333333333,0.10767605225207548,10,0,Random
monard_fistu.N4A,N4A,monard_fistu,31,0.84,1,0.25,0.26666666666666666,0.08314230445910545,9,0,Random
muhlen_cuspi.N4A,N4A,muhlen_cuspi,31,1,0.4938029646320821,0.125,0,1.3755538820213215e-6,1,0,Recurrent
oenoth_macro.N4A,N4A,oenoth_macro,31,0.94,0.028802456421696293,0.375,0,NA,4,-1,Decreasing
oxalis_stric.N4A,N4A,oxalis_stric,31,0.77,0.0074558999955622735,1,0.5333333333333333,NA,2,-1,Decreasing
oxalis_viola.N4A,N4A,oxalis_viola,31,0.97,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
packer_platt.N4A,N4A,packer_platt,31,1,NA,NA,NA,NA,0,NA,Invariant
panicu_capil.N4A,N4A,panicu_capil,31,0.22999999999999998,0.33875884132344075,0.125,0.3333333333333333,0.02087276352945389,7,0,Recurrent
panicu_virga.N4A,N4A,panicu_virga,31,1,0.9999999999999997,0.3125,0.26666666666666666,0.10767605225207548,10,0,Random
pediom_escul.N4A,N4A,pediom_escul,31,1,0.12381749876088588,0.25,0,0.005854677406542337,4,0,Recurrent
physal_pumil.N4A,N4A,physal_pumil,31,1,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
physal_virgi.N4A,N4A,physal_virgi,31,0.29000000000000004,0.012764441573415098,0.0625,0.5333333333333333,NA,2,1,Increasing
planta_patag.N4A,N4A,planta_patag,31,0.74,0.0048793920520536944,0.0625,0.6,NA,6,1,Increasing
poa_prate.N4A,N4A,poa_prate,31,1,0.9999999999999997,0.6875,0.6666666666666666,0.028025026034106518,9,0,Recurrent
ratibi_colum.N4A,N4A,ratibi_colum,31,1,0.9999999999999999,0.0625,0,0.6035755086858975,2,0,Random
rhus_glabr.N4A,N4A,rhus_glabr,31,0.77,0.3717703175791154,0.375,0.6,0.008859362878385164,9,0,Recurrent
rosa_arkan.N4A,N4A,rosa_arkan,31,1,0.9084960462271647,0.75,0.6666666666666666,0.21407180937964346,11,0,Random
ruelli_humil.N4A,N4A,ruelli_humil,31,1,NA,NA,NA,NA,0,NA,Invariant
salvia_azure.N4A,N4A,salvia_azure,31,1,1.3956196986508406e-4,0.8125,0.06666666666666667,NA,5,-1,Decreasing
schiza_scopa.N4A,N4A,schiza_scopa,31,1,0.028802456421696293,0.375,0,NA,6,-1,Decreasing
silene_antir.N4A,N4A,silene_antir,31,0.74,0.05148761028667245,0.5625,0.9333333333333333,0.009423484253754045,7,0,Recurrent
sisyri_campe.N4A,N4A,sisyri_campe,31,0.97,0.9738274065893568,1,0.9333333333333333,0.6035755086858975,2,0,Random
solida_altis.N4A,N4A,solida_altis,31,1,0.87862332033474,0.625,0.5333333333333333,7.505385230943867e-5,5,0,Recurrent
solida_misso.N4A,N4A,solida_misso,31,1,0.21263539028863307,0.6875,0.4,0.00952725208520462,9,0,Recurrent
solida_rigid.N4A,N4A,solida_rigid,31,1,0.9999999999999999,0.9375,1,0.6035755086858975,2,0,Random
sorgha_nutan.N4A,N4A,sorgha_nutan,31,1,0.43618286861823546,1,0.8666666666666667,0.6704940806325976,4,0,Random
spermo_inerm.N4A,N4A,spermo_inerm,31,0.84,0.0607219234556129,0.6875,1,0.39382529300283187,8,0,Random
sporob_compo.N4A,N4A,sporob_compo,31,1,4.849363404255556e-4,0.75,0.06666666666666667,NA,3,-1,Decreasing
sporob_heter.N4A,N4A,sporob_heter,31,0.74,0.0028758670616075917,1,0.4666666666666667,NA,7,-1,Decreasing
sympho_orbic.N4A,N4A,sympho_orbic,31,1,NA,NA,NA,NA,0,NA,Invariant
symphy_erico.N4A,N4A,symphy_erico,31,1,0.0028758670616075917,1,0.4666666666666667,NA,3,-1,Decreasing
symphy_oblon.N4A,N4A,symphy_oblon,31,1,1.0065448155418538e-4,1,0.26666666666666666,NA,5,-1,Decreasing
symphy_seric.N4A,N4A,symphy_seric,31,1,0.12381749876088588,0.25,0,0.005854677406542337,4,0,Recurrent
trioda_perfo.N4A,N4A,trioda_perfo,31,0.74,0.6053967742246604,0.8125,0.6666666666666666,0.524803430044251,12,0,Random
verben_stric.N4A,N4A,verben_stric,31,1,NA,NA,NA,NA,0,NA,Invariant
vernon_baldw.N4A,N4A,vernon_baldw,31,1,0.2061056896922602,0.375,0.6666666666666666,2.6151153902856627e-4,6,0,Recurrent
viola_bicol.N4A,N4A,viola_bicol,31,0.48,1,0.5,0.4666666666666667,0.022444185600620135,10,0,Recurrent
viola_pedat.N4A,N4A,viola_pedat,31,1,NA,NA,NA,NA,0,NA,Invariant
acalyp_virgi.N4D,N4D,acalyp_virgi,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.06803654079943228,10,0,Random
achill_mille.N4D,N4D,achill_mille,31,1,0.4938029646320821,0.125,0,0.6704940806325976,4,0,Random
agalin_asper.N4D,N4D,agalin_asper,31,0.61,0.6088355461174525,0.6875,0.5333333333333333,0.25481427188414496,13,0,Random
allium_stell.N4D,N4D,allium_stell,31,0.22999999999999998,0.06934084351022943,0.0625,0.4,0.06607865080611015,8,0,Random
ambros_psilo.N4D,N4D,ambros_psilo,31,1,0.9999999999999997,0.3125,0.3333333333333333,0.028025026034106518,9,0,Recurrent
amorph_canes.N4D,N4D,amorph_canes,31,1,0.24735482306428383,0.8125,1,0.0560820490128325,4,0,Random
androp_gerar.N4D,N4D,androp_gerar,31,1,0.007129770985317564,0.8125,0.26666666666666666,NA,5,-1,Decreasing
andros_occid.N4D,N4D,andros_occid,31,0.13,0.5450438219949827,0.0625,0.2,0.005854677406542337,4,0,Recurrent
artemi_ludov.N4D,N4D,artemi_ludov,31,1,0.36899585542689983,0.25,0.06666666666666667,0.04834969544775515,6,0,Recurrent
asclep_steno.N4D,N4D,asclep_steno,31,0.6799999999999999,0.07216789010665725,0.5,0.8666666666666667,0.2577063552139144,12,0,Random
asclep_syria.N4D,N4D,asclep_syria,31,0.35,0.03399119546863185,0.5625,0.13333333333333333,NA,11,-1,Decreasing
asclep_verti.N4D,N4D,asclep_verti,31,1,0.4938029646320821,0.125,0,0.001447721282176437,2,0,Recurrent
asclep_virdf.N4D,N4D,asclep_virdf,31,1,NA,NA,NA,NA,0,NA,Invariant
asclep_virds.N4D,N4D,asclep_virds,31,1,0.10478287613147351,0.375,0.06666666666666667,0.06607865080611015,8,0,Random
astrag_crass.N4D,N4D,astrag_crass,31,1,0.2601470231694908,0.375,0.13333333333333333,0.009423484253754045,7,0,Recurrent
baptis_austr.N4D,N4D,baptis_austr,31,1,0.0887889536306751,0.5625,0.2,0.25481427188414496,13,0,Random
baptis_bract.N4D,N4D,baptis_bract,31,1,1,0.25,0.26666666666666666,4.617575277696348e-4,5,0,Recurrent
boutel_curti.N4D,N4D,boutel_curti,31,1,0.03082268374448432,0.9375,0.5333333333333333,NA,6,-1,Decreasing
boutel_dacty.N4D,N4D,boutel_dacty,31,1,0.04687353118595259,0.1875,0.6,NA,6,1,Increasing
boutel_graci.N4D,N4D,boutel_graci,31,1,0.14634529452104464,0.0625,0.3333333333333333,2.2288160900003404e-6,2,0,Recurrent
