DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,1/5/2005,002C,.,
APT01,1,1/5/2005,004B,.,
APT01,1,1/5/2005,HQ,4,
APT01,1,1/5/2005,HQ02,4,
APT01,1,1/5/2005,K01B,.,
APT01,1,1/5/2005,N01B,.,
APT01,1,1/5/2005,N02B,.,
APT01,1,1/5/2005,N4DF,.,
APT01,1,1/5/2005,N4DU,.,
APT01,1,1/5/2005,R01A,.,
APT01,1,1/12/2005,020B,.,
APT01,1,1/12/2005,002C,.,
APT01,1,1/12/2005,004B,.,
APT01,1,1/12/2005,HQ,0.5,
APT01,1,1/12/2005,HQ02,0.5,
APT01,1,1/12/2005,K01B,.,
APT01,1,1/12/2005,N01B,.,
APT01,1,1/12/2005,N02B,.,
APT01,1,1/12/2005,N4DF,.,
APT01,1,1/12/2005,N4DU,.,
APT01,1,1/12/2005,R01A,.,
APT01,1,1/28/2005,020B,.,
APT01,1,1/28/2005,002C,.,
APT01,1,1/28/2005,004B,.,
APT01,1,1/28/2005,HQ,3,
APT01,1,1/28/2005,HQ02,3,
APT01,1,1/28/2005,K01B,.,
APT01,1,1/28/2005,N01B,.,
APT01,1,1/28/2005,N02B,.,
APT01,1,1/28/2005,N4DF,.,
APT01,1,1/28/2005,N4DU,.,
APT01,1,1/28/2005,R01A,.,
APT01,1,1/31/2005,020B,.,
APT01,1,1/31/2005,002C,.,
APT01,1,1/31/2005,004B,.,
APT01,1,1/31/2005,HQ,0.2,
APT01,1,1/31/2005,HQ02,0,
APT01,1,1/31/2005,K01B,.,
APT01,1,1/31/2005,N01B,.,
APT01,1,1/31/2005,N02B,.,
APT01,1,1/31/2005,N4DF,.,
APT01,1,1/31/2005,N4DU,.,
APT01,1,1/31/2005,R01A,.,
APT01,1,2/6/2005,020B,.,
APT01,1,2/6/2005,002C,.,
APT01,1,2/6/2005,004B,.,
APT01,1,2/6/2005,HQ,42.2,
APT01,1,2/6/2005,HQ02,36,
APT01,1,2/6/2005,K01B,.,
APT01,1,2/6/2005,N01B,.,
APT01,1,2/6/2005,N02B,.,
APT01,1,2/6/2005,N4DF,.,
APT01,1,2/6/2005,N4DU,.,
APT01,1,2/6/2005,R01A,.,
APT01,1,2/7/2005,020B,.,
APT01,1,2/7/2005,002C,.,
APT01,1,2/7/2005,004B,.,
APT01,1,2/7/2005,HQ,2.8,
APT01,1,2/7/2005,HQ02,1,
APT01,1,2/7/2005,K01B,.,
APT01,1,2/7/2005,N01B,.,
APT01,1,2/7/2005,N02B,.,
APT01,1,2/7/2005,N4DF,.,
APT01,1,2/7/2005,N4DU,.,
APT01,1,2/7/2005,R01A,.,
APT01,1,2/8/2005,020B,.,
APT01,1,2/8/2005,002C,.,
APT01,1,2/8/2005,004B,.,
APT01,1,2/8/2005,HQ,6.1,
APT01,1,2/8/2005,HQ02,7,
APT01,1,2/8/2005,K01B,.,
APT01,1,2/8/2005,N01B,.,
APT01,1,2/8/2005,N02B,.,
APT01,1,2/8/2005,N4DF,.,
APT01,1,2/8/2005,N4DU,.,
APT01,1,2/8/2005,R01A,.,
APT01,1,2/9/2005,020B,.,
APT01,1,2/9/2005,002C,.,
APT01,1,2/9/2005,004B,.,
APT01,1,2/9/2005,HQ,1,
APT01,1,2/9/2005,HQ02,1,
APT01,1,2/9/2005,K01B,.,
APT01,1,2/9/2005,N01B,.,
APT01,1,2/9/2005,N02B,.,
APT01,1,2/9/2005,N4DF,.,
APT01,1,2/9/2005,N4DU,.,
APT01,1,2/9/2005,R01A,.,
APT01,1,2/12/2005,020B,.,
APT01,1,2/12/2005,002C,.,
APT01,1,2/12/2005,004B,.,
APT01,1,2/12/2005,HQ,18.3,
APT01,1,2/12/2005,HQ02,18,
APT01,1,2/12/2005,K01B,.,
APT01,1,2/12/2005,N01B,.,
APT01,1,2/12/2005,N02B,.,
APT01,1,2/12/2005,N4DF,.,
APT01,1,2/12/2005,N4DU,.,
APT01,1,2/12/2005,R01A,.,
APT01,1,2/13/2005,020B,.,
APT01,1,2/13/2005,002C,.,
APT01,1,2/13/2005,004B,.,
APT01,1,2/13/2005,HQ,6.8,
APT01,1,2/13/2005,HQ02,5.5,
APT01,1,2/13/2005,K01B,.,
APT01,1,2/13/2005,N01B,.,
APT01,1,2/13/2005,N02B,.,
APT01,1,2/13/2005,N4DF,.,
APT01,1,2/13/2005,N4DU,.,
APT01,1,2/13/2005,R01A,.,
APT01,1,2/19/2005,020B,.,
APT01,1,2/19/2005,002C,.,
APT01,1,2/19/2005,004B,.,
APT01,1,2/19/2005,HQ,2,
APT01,1,2/19/2005,HQ02,2.6,
APT01,1,2/19/2005,K01B,.,
APT01,1,2/19/2005,N01B,.,
APT01,1,2/19/2005,N02B,.,
APT01,1,2/19/2005,N4DF,.,
APT01,1,2/19/2005,N4DU,.,
APT01,1,2/19/2005,R01A,.,
APT01,1,2/27/2005,020B,.,
APT01,1,2/27/2005,002C,.,
APT01,1,2/27/2005,004B,.,
APT01,1,2/27/2005,HQ,0.6,
APT01,1,2/27/2005,HQ02,0.6,
APT01,1,2/27/2005,K01B,.,
APT01,1,2/27/2005,N01B,.,
APT01,1,2/27/2005,N02B,.,
APT01,1,2/27/2005,N4DF,.,
APT01,1,2/27/2005,N4DU,.,
APT01,1,2/27/2005,R01A,.,
APT01,1,3/6/2005,020B,.,
APT01,1,3/6/2005,002C,.,
APT01,1,3/6/2005,004B,.,
APT01,1,3/6/2005,HQ,1,
APT01,1,3/6/2005,HQ02,1,
APT01,1,3/6/2005,K01B,.,
APT01,1,3/6/2005,N01B,.,
APT01,1,3/6/2005,N02B,.,
APT01,1,3/6/2005,N4DF,.,
APT01,1,3/6/2005,N4DU,.,
APT01,1,3/6/2005,R01A,.,
APT01,1,3/9/2005,020B,.,
APT01,1,3/9/2005,002C,.,
APT01,1,3/9/2005,004B,.,
APT01,1,3/9/2005,HQ,0.8,
APT01,1,3/9/2005,HQ02,0.8,
APT01,1,3/9/2005,K01B,.,
APT01,1,3/9/2005,N01B,.,
APT01,1,3/9/2005,N02B,.,
APT01,1,3/9/2005,N4DF,.,
APT01,1,3/9/2005,N4DU,.,
APT01,1,3/9/2005,R01A,.,
APT01,1,3/21/2005,020B,.,
APT01,1,3/21/2005,002C,.,
APT01,1,3/21/2005,004B,.,
APT01,1,3/21/2005,HQ,.,
APT01,1,3/21/2005,HQ02,14.8,
APT01,1,3/21/2005,K01B,.,
APT01,1,3/21/2005,N01B,.,
APT01,1,3/21/2005,N02B,.,
APT01,1,3/21/2005,N4DF,.,
APT01,1,3/21/2005,N4DU,.,
APT01,1,3/21/2005,R01A,.,
APT01,1,3/22/2005,020B,.,
APT01,1,3/22/2005,002C,.,
APT01,1,3/22/2005,004B,.,
APT01,1,3/22/2005,HQ,1,
APT01,1,3/22/2005,HQ02,1,
APT01,1,3/22/2005,K01B,.,
APT01,1,3/22/2005,N01B,.,
APT01,1,3/22/2005,N02B,.,
APT01,1,3/22/2005,N4DF,.,
APT01,1,3/22/2005,N4DU,.,
APT01,1,3/22/2005,R01A,.,
APT01,1,3/24/2005,020B,.,
APT01,1,3/24/2005,002C,.,
APT01,1,3/24/2005,004B,.,
APT01,1,3/24/2005,HQ,5.9,
APT01,1,3/24/2005,HQ02,5.8,
APT01,1,3/24/2005,K01B,.,
APT01,1,3/24/2005,N01B,.,
APT01,1,3/24/2005,N02B,.,
APT01,1,3/24/2005,N4DF,.,
APT01,1,3/24/2005,N4DU,.,
APT01,1,3/24/2005,R01A,.,
APT01,1,3/30/2005,020B,.,
APT01,1,3/30/2005,002C,.,
APT01,1,3/30/2005,004B,.,
APT01,1,3/30/2005,HQ,1,
APT01,1,3/30/2005,HQ02,0.7,
APT01,1,3/30/2005,K01B,.,
APT01,1,3/30/2005,N01B,.,
APT01,1,3/30/2005,N02B,.,
APT01,1,3/30/2005,N4DF,.,
APT01,1,3/30/2005,N4DU,.,
APT01,1,3/30/2005,R01A,.,
APT01,1,4/5/2005,020B,17.5,
APT01,1,4/5/2005,002C,17.5,
APT01,1,4/5/2005,004B,13.5,
APT01,1,4/5/2005,HQ,23.3,
APT01,1,4/5/2005,HQ02,21,
APT01,1,4/5/2005,K01B,17,
APT01,1,4/5/2005,N01B,14,
APT01,1,4/5/2005,N02B,12,
APT01,1,4/5/2005,N4DF,13,
APT01,1,4/5/2005,N4DU,16,
APT01,1,4/5/2005,R01A,.,
APT01,1,4/6/2005,020B,20,
APT01,1,4/6/2005,002C,14.5,
APT01,1,4/6/2005,004B,16.5,
APT01,1,4/6/2005,HQ,21.7,
APT01,1,4/6/2005,HQ02,19.5,
APT01,1,4/6/2005,K01B,19,
APT01,1,4/6/2005,N01B,20,
APT01,1,4/6/2005,N02B,18,
APT01,1,4/6/2005,N4DF,19,
APT01,1,4/6/2005,N4DU,19.5,
APT01,1,4/6/2005,R01A,.,
APT01,1,4/10/2005,020B,2,
APT01,1,4/10/2005,002C,1,
APT01,1,4/10/2005,004B,0.5,
APT01,1,4/10/2005,HQ,2,
APT01,1,4/10/2005,HQ02,3,
APT01,1,4/10/2005,K01B,1,
APT01,1,4/10/2005,N01B,0.5,
APT01,1,4/10/2005,N02B,0.5,
APT01,1,4/10/2005,N4DF,1,
APT01,1,4/10/2005,N4DU,0.5,
APT01,1,4/10/2005,R01A,.,
APT01,1,4/12/2005,020B,1,
APT01,1,4/12/2005,002C,1,
APT01,1,4/12/2005,004B,0.5,
APT01,1,4/12/2005,HQ,1.5,
APT01,1,4/12/2005,HQ02,.,
APT01,1,4/12/2005,K01B,1,
APT01,1,4/12/2005,N01B,1.5,
APT01,1,4/12/2005,N02B,0,
APT01,1,4/12/2005,N4DF,0.5,
APT01,1,4/12/2005,N4DU,0,
APT01,1,4/12/2005,R01A,.,
APT01,1,4/22/2005,020B,0,
APT01,1,4/22/2005,002C,0.5,
APT01,1,4/22/2005,004B,0,
APT01,1,4/22/2005,HQ,1,
APT01,1,4/22/2005,HQ02,1,
APT01,1,4/22/2005,K01B,0,
APT01,1,4/22/2005,N01B,0,
APT01,1,4/22/2005,N02B,0,
APT01,1,4/22/2005,N4DF,0,
APT01,1,4/22/2005,N4DU,0,
APT01,1,4/22/2005,R01A,0.2,
APT01,1,4/25/2005,020B,7,
APT01,1,4/25/2005,002C,6,
APT01,1,4/25/2005,004B,2.8,
APT01,1,4/25/2005,HQ,7,
APT01,1,4/25/2005,HQ02,6,
APT01,1,4/25/2005,K01B,6,
APT01,1,4/25/2005,N01B,5.8,
APT01,1,4/25/2005,N02B,2,
APT01,1,4/25/2005,N4DF,5,
APT01,1,4/25/2005,N4DU,5.5,
APT01,1,4/25/2005,R01A,1.5,
APT01,1,4/28/2005,020B,0,
APT01,1,4/28/2005,002C,0,
APT01,1,4/28/2005,004B,0,
APT01,1,4/28/2005,HQ,0.2,
APT01,1,4/28/2005,HQ02,1,
APT01,1,4/28/2005,K01B,0,
APT01,1,4/28/2005,N01B,0,
APT01,1,4/28/2005,N02B,0,
APT01,1,4/28/2005,N4DF,0,
APT01,1,4/28/2005,N4DU,0,
APT01,1,4/28/2005,R01A,0,
APT01,1,4/29/2005,020B,0,
APT01,1,4/29/2005,002C,1,
APT01,1,4/29/2005,004B,0,
APT01,1,4/29/2005,HQ,1.5,
APT01,1,4/29/2005,HQ02,0.5,
APT01,1,4/29/2005,K01B,0,
APT01,1,4/29/2005,N01B,0,
APT01,1,4/29/2005,N02B,0,
APT01,1,4/29/2005,N4DF,0,
APT01,1,4/29/2005,N4DU,0,
APT01,1,4/29/2005,R01A,0.5,
APT01,1,5/6/2005,020B,0,
APT01,1,5/6/2005,002C,2,
APT01,1,5/6/2005,004B,0,
APT01,1,5/6/2005,HQ,0,
APT01,1,5/6/2005,HQ02,0,
APT01,1,5/6/2005,K01B,0,
APT01,1,5/6/2005,N01B,.,
APT01,1,5/6/2005,N02B,0,
APT01,1,5/6/2005,N4DF,0,
APT01,1,5/6/2005,N4DU,0,
APT01,1,5/6/2005,R01A,0,
APT01,1,5/7/2005,020B,2,
APT01,1,5/7/2005,002C,2,
APT01,1,5/7/2005,004B,1,
APT01,1,5/7/2005,HQ,3,
APT01,1,5/7/2005,HQ02,1.5,
APT01,1,5/7/2005,K01B,2,
APT01,1,5/7/2005,N01B,.,
APT01,1,5/7/2005,N02B,0,
APT01,1,5/7/2005,N4DF,1,
APT01,1,5/7/2005,N4DU,1,
APT01,1,5/7/2005,R01A,0.8,
APT01,1,5/8/2005,020B,3,
APT01,1,5/8/2005,002C,2,
APT01,1,5/8/2005,004B,1.5,
APT01,1,5/8/2005,HQ,3.5,
APT01,1,5/8/2005,HQ02,2.5,
APT01,1,5/8/2005,K01B,3,
APT01,1,5/8/2005,N01B,.,
APT01,1,5/8/2005,N02B,0,
APT01,1,5/8/2005,N4DF,2.8,
APT01,1,5/8/2005,N4DU,2,
APT01,1,5/8/2005,R01A,0.7,
APT01,1,5/9/2005,020B,0,
APT01,1,5/9/2005,002C,0,
APT01,1,5/9/2005,004B,0,
APT01,1,5/9/2005,HQ,0,
APT01,1,5/9/2005,HQ02,0,
APT01,1,5/9/2005,K01B,0,
APT01,1,5/9/2005,N01B,.,
APT01,1,5/9/2005,N02B,0,
APT01,1,5/9/2005,N4DF,0,
APT01,1,5/9/2005,N4DU,0,
APT01,1,5/9/2005,R01A,0.5,
APT01,1,5/10/2005,020B,0,
APT01,1,5/10/2005,002C,0,
APT01,1,5/10/2005,004B,0,
APT01,1,5/10/2005,HQ,0,
APT01,1,5/10/2005,HQ02,0,
APT01,1,5/10/2005,K01B,0,
APT01,1,5/10/2005,N01B,.,
APT01,1,5/10/2005,N02B,0,
APT01,1,5/10/2005,N4DF,0,
APT01,1,5/10/2005,N4DU,0,
APT01,1,5/10/2005,R01A,0.2,
APT01,1,5/11/2005,020B,0,
APT01,1,5/11/2005,002C,0,
APT01,1,5/11/2005,004B,0,
APT01,1,5/11/2005,HQ,0,
APT01,1,5/11/2005,HQ02,0,
APT01,1,5/11/2005,K01B,0,
APT01,1,5/11/2005,N01B,.,
APT01,1,5/11/2005,N02B,0,
APT01,1,5/11/2005,N4DF,0,
APT01,1,5/11/2005,N4DU,0,
APT01,1,5/11/2005,R01A,0.5,
APT01,1,5/12/2005,020B,46.5,
APT01,1,5/12/2005,002C,41,
APT01,1,5/12/2005,004B,45,
APT01,1,5/12/2005,HQ,32,
APT01,1,5/12/2005,HQ02,31.1,
APT01,1,5/12/2005,K01B,36,
APT01,1,5/12/2005,N01B,.,
APT01,1,5/12/2005,N02B,27.2,
APT01,1,5/12/2005,N4DF,45,
APT01,1,5/12/2005,N4DU,43,
APT01,1,5/12/2005,R01A,29,
APT01,1,5/13/2005,020B,14,
APT01,1,5/13/2005,002C,12.2,
APT01,1,5/13/2005,004B,2.5,
APT01,1,5/13/2005,HQ,10,
APT01,1,5/13/2005,HQ02,8,
APT01,1,5/13/2005,K01B,8,
APT01,1,5/13/2005,N01B,.,
APT01,1,5/13/2005,N02B,2,
APT01,1,5/13/2005,N4DF,3.5,
APT01,1,5/13/2005,N4DU,4,
APT01,1,5/13/2005,R01A,2,
APT01,1,5/14/2005,020B,0.5,
APT01,1,5/14/2005,002C,0,
APT01,1,5/14/2005,004B,0,
APT01,1,5/14/2005,HQ,0,
APT01,1,5/14/2005,HQ02,0,
APT01,1,5/14/2005,K01B,0,
APT01,1,5/14/2005,N01B,.,
APT01,1,5/14/2005,N02B,0,
APT01,1,5/14/2005,N4DF,0,
APT01,1,5/14/2005,N4DU,0,
APT01,1,5/14/2005,R01A,.,
APT01,1,5/20/2005,020B,0,
APT01,1,5/20/2005,002C,0.5,
APT01,1,5/20/2005,004B,0,
APT01,1,5/20/2005,HQ,0,
APT01,1,5/20/2005,HQ02,0,
APT01,1,5/20/2005,K01B,1,
APT01,1,5/20/2005,N01B,.,
APT01,1,5/20/2005,N02B,1,
APT01,1,5/20/2005,N4DF,0,
APT01,1,5/20/2005,N4DU,0,
APT01,1,5/20/2005,R01A,1,
APT01,1,5/21/2005,020B,0,
APT01,1,5/21/2005,002C,0.2,
APT01,1,5/21/2005,004B,0,
APT01,1,5/21/2005,HQ,0,
APT01,1,5/21/2005,HQ02,0,
APT01,1,5/21/2005,K01B,0,
APT01,1,5/21/2005,N01B,.,
APT01,1,5/21/2005,N02B,0,
APT01,1,5/21/2005,N4DF,0,
APT01,1,5/21/2005,N4DU,0,
APT01,1,5/21/2005,R01A,0,
APT01,1,5/22/2005,020B,0,
APT01,1,5/22/2005,002C,0.5,
APT01,1,5/22/2005,004B,0,
APT01,1,5/22/2005,HQ,0,
APT01,1,5/22/2005,HQ02,0,
APT01,1,5/22/2005,K01B,0,
APT01,1,5/22/2005,N01B,.,
APT01,1,5/22/2005,N02B,0,
APT01,1,5/22/2005,N4DF,0,
APT01,1,5/22/2005,N4DU,0,
APT01,1,5/22/2005,R01A,.,
APT01,1,5/23/2005,020B,5,
APT01,1,5/23/2005,002C,3,
APT01,1,5/23/2005,004B,0,
APT01,1,5/23/2005,HQ,0,
APT01,1,5/23/2005,HQ02,0,
APT01,1,5/23/2005,K01B,0,
APT01,1,5/23/2005,N01B,.,
APT01,1,5/23/2005,N02B,0,
APT01,1,5/23/2005,N4DF,0,
APT01,1,5/23/2005,N4DU,3,
APT01,1,5/23/2005,R01A,.,
APT01,1,5/24/2005,020B,0,
APT01,1,5/24/2005,002C,0,
APT01,1,5/24/2005,004B,0,
APT01,1,5/24/2005,HQ,2.4,
APT01,1,5/24/2005,HQ02,1.5,
APT01,1,5/24/2005,K01B,0,
APT01,1,5/24/2005,N01B,.,
APT01,1,5/24/2005,N02B,0,
APT01,1,5/24/2005,N4DF,0,
APT01,1,5/24/2005,N4DU,0,
APT01,1,5/24/2005,R01A,0,
APT01,1,5/25/2005,020B,2,
APT01,1,5/25/2005,002C,1.5,
APT01,1,5/25/2005,004B,1,
APT01,1,5/25/2005,HQ,1,
APT01,1,5/25/2005,HQ02,2,
APT01,1,5/25/2005,K01B,2,
APT01,1,5/25/2005,N01B,.,
APT01,1,5/25/2005,N02B,0.5,
APT01,1,5/25/2005,N4DF,2,
APT01,1,5/25/2005,N4DU,1.5,
APT01,1,5/25/2005,R01A,1,
APT01,1,5/27/2005,020B,1,
APT01,1,5/27/2005,002C,1.5,
APT01,1,5/27/2005,004B,1.5,
APT01,1,5/27/2005,HQ,2,
APT01,1,5/27/2005,HQ02,1,
APT01,1,5/27/2005,K01B,1,
APT01,1,5/27/2005,N01B,.,
APT01,1,5/27/2005,N02B,1,
APT01,1,5/27/2005,N4DF,1.5,
APT01,1,5/27/2005,N4DU,1.5,
APT01,1,5/27/2005,R01A,0.5,
APT01,1,5/28/2005,020B,5,
APT01,1,5/28/2005,002C,4,
APT01,1,5/28/2005,004B,4,
APT01,1,5/28/2005,HQ,0.4,
APT01,1,5/28/2005,HQ02,0.5,
APT01,1,5/28/2005,K01B,1,
APT01,1,5/28/2005,N01B,.,
APT01,1,5/28/2005,N02B,2,
APT01,1,5/28/2005,N4DF,1,
APT01,1,5/28/2005,N4DU,5,
APT01,1,5/28/2005,R01A,0.7,
APT01,1,6/3/2005,020B,86,
APT01,1,6/3/2005,002C,107.8,
APT01,1,6/3/2005,004B,100.5,
APT01,1,6/3/2005,HQ,102,
APT01,1,6/3/2005,HQ02,96,
APT01,1,6/3/2005,K01B,102.5,
APT01,1,6/3/2005,N01B,.,
APT01,1,6/3/2005,N02B,90,
APT01,1,6/3/2005,N4DF,96,
APT01,1,6/3/2005,N4DU,114.5,
APT01,1,6/3/2005,R01A,94.5,
APT01,1,6/4/2005,020B,105,
APT01,1,6/4/2005,002C,49.5,
APT01,1,6/4/2005,004B,40.5,
APT01,1,6/4/2005,HQ,74.7,
APT01,1,6/4/2005,HQ02,59,
APT01,1,6/4/2005,K01B,50.5,
APT01,1,6/4/2005,N01B,.,
APT01,1,6/4/2005,N02B,45,
APT01,1,6/4/2005,N4DF,50,
APT01,1,6/4/2005,N4DU,49.5,
APT01,1,6/4/2005,R01A,43,
APT01,1,6/8/2005,020B,0,
APT01,1,6/8/2005,002C,1,
APT01,1,6/8/2005,004B,0,
APT01,1,6/8/2005,HQ,0,
APT01,1,6/8/2005,HQ02,0,
APT01,1,6/8/2005,K01B,0,
APT01,1,6/8/2005,N01B,.,
APT01,1,6/8/2005,N02B,0,
APT01,1,6/8/2005,N4DF,0,
APT01,1,6/8/2005,N4DU,0,
APT01,1,6/8/2005,R01A,0,
APT01,1,6/9/2005,020B,7,
APT01,1,6/9/2005,002C,11.5,
APT01,1,6/9/2005,004B,12.2,
APT01,1,6/9/2005,HQ,12,
APT01,1,6/9/2005,HQ02,10.2,
APT01,1,6/9/2005,K01B,7.5,
APT01,1,6/9/2005,N01B,.,
APT01,1,6/9/2005,N02B,4.2,
APT01,1,6/9/2005,N4DF,9,
APT01,1,6/9/2005,N4DU,10,
APT01,1,6/9/2005,R01A,2.7,
APT01,1,6/10/2005,020B,52.8,
APT01,1,6/10/2005,002C,41.2,
APT01,1,6/10/2005,004B,52.8,
APT01,1,6/10/2005,HQ,57.8,
APT01,1,6/10/2005,HQ02,52.1,
APT01,1,6/10/2005,K01B,43,
APT01,1,6/10/2005,N01B,.,
APT01,1,6/10/2005,N02B,43.5,
APT01,1,6/10/2005,N4DF,49,
APT01,1,6/10/2005,N4DU,47.5,
APT01,1,6/10/2005,R01A,42,
APT01,1,6/11/2005,020B,25,
APT01,1,6/11/2005,002C,19.2,
APT01,1,6/11/2005,004B,16.5,
APT01,1,6/11/2005,HQ,22.2,
APT01,1,6/11/2005,HQ02,19,
APT01,1,6/11/2005,K01B,18.5,
APT01,1,6/11/2005,N01B,.,
APT01,1,6/11/2005,N02B,17.5,
APT01,1,6/11/2005,N4DF,18,
APT01,1,6/11/2005,N4DU,22,
APT01,1,6/11/2005,R01A,17.5,
APT01,1,6/12/2005,020B,25.5,
APT01,1,6/12/2005,002C,20,
APT01,1,6/12/2005,004B,17.5,
APT01,1,6/12/2005,HQ,16.4,
APT01,1,6/12/2005,HQ02,14.6,
APT01,1,6/12/2005,K01B,12.5,
APT01,1,6/12/2005,N01B,.,
APT01,1,6/12/2005,N02B,17,
APT01,1,6/12/2005,N4DF,14.5,
APT01,1,6/12/2005,N4DU,15,
APT01,1,6/12/2005,R01A,11.5,
APT01,1,6/13/2005,020B,0.5,
APT01,1,6/13/2005,002C,1.5,
APT01,1,6/13/2005,004B,1,
APT01,1,6/13/2005,HQ,1.5,
APT01,1,6/13/2005,HQ02,0.8,
APT01,1,6/13/2005,K01B,0.5,
APT01,1,6/13/2005,N01B,.,
APT01,1,6/13/2005,N02B,1,
APT01,1,6/13/2005,N4DF,1.5,
APT01,1,6/13/2005,N4DU,1.5,
APT01,1,6/13/2005,R01A,1.5,
APT01,1,6/15/2005,020B,0,
APT01,1,6/15/2005,002C,2,
APT01,1,6/15/2005,004B,1,
APT01,1,6/15/2005,HQ,2,
APT01,1,6/15/2005,HQ02,1,
APT01,1,6/15/2005,K01B,1,
APT01,1,6/15/2005,N01B,.,
APT01,1,6/15/2005,N02B,1.5,
APT01,1,6/15/2005,N4DF,1,
APT01,1,6/15/2005,N4DU,0.8,
APT01,1,6/15/2005,R01A,0.8,
APT01,1,6/16/2005,020B,0,
APT01,1,6/16/2005,002C,1,
APT01,1,6/16/2005,004B,1,
APT01,1,6/16/2005,HQ,1,
APT01,1,6/16/2005,HQ02,0,
APT01,1,6/16/2005,K01B,0,
APT01,1,6/16/2005,N01B,.,
APT01,1,6/16/2005,N02B,0,
APT01,1,6/16/2005,N4DF,0,
APT01,1,6/16/2005,N4DU,0,
APT01,1,6/16/2005,R01A,0.2,
APT01,1,6/21/2005,020B,0.5,
APT01,1,6/21/2005,002C,0,
APT01,1,6/21/2005,004B,1,
APT01,1,6/21/2005,HQ,2,
APT01,1,6/21/2005,HQ02,2,
APT01,1,6/21/2005,K01B,1,
APT01,1,6/21/2005,N01B,.,
APT01,1,6/21/2005,N02B,0,
APT01,1,6/21/2005,N4DF,.,
APT01,1,6/21/2005,N4DU,1,
APT01,1,6/21/2005,R01A,0,
APT01,1,6/28/2005,020B,4,
APT01,1,6/28/2005,002C,6,
APT01,1,6/28/2005,004B,2,
APT01,1,6/28/2005,HQ,4,
APT01,1,6/28/2005,HQ02,3.6,
APT01,1,6/28/2005,K01B,3.2,
APT01,1,6/28/2005,N01B,.,
APT01,1,6/28/2005,N02B,1.8,
APT01,1,6/28/2005,N4DF,.,
APT01,1,6/28/2005,N4DU,3,
APT01,1,6/28/2005,R01A,3,
APT01,1,6/30/2005,020B,2,
APT01,1,6/30/2005,002C,3.8,
APT01,1,6/30/2005,004B,2,
APT01,1,6/30/2005,HQ,3.5,
APT01,1,6/30/2005,HQ02,4,
APT01,1,6/30/2005,K01B,4.3,
APT01,1,6/30/2005,N01B,.,
APT01,1,6/30/2005,N02B,2,
APT01,1,6/30/2005,N4DF,1.5,
APT01,1,6/30/2005,N4DU,4,
APT01,1,6/30/2005,R01A,1.5,
APT01,1,7/2/2005,020B,0.5,
APT01,1,7/2/2005,002C,0,
APT01,1,7/2/2005,004B,1,
APT01,1,7/2/2005,HQ,1.7,
APT01,1,7/2/2005,HQ02,2.3,
APT01,1,7/2/2005,K01B,1.5,
APT01,1,7/2/2005,N01B,.,
APT01,1,7/2/2005,N02B,0,
APT01,1,7/2/2005,N4DF,1,
APT01,1,7/2/2005,N4DU,0.5,
APT01,1,7/2/2005,R01A,0.9,
APT01,1,7/3/2005,020B,5.5,
APT01,1,7/3/2005,002C,5.5,
APT01,1,7/3/2005,004B,2.7,
APT01,1,7/3/2005,HQ,5,
APT01,1,7/3/2005,HQ02,6,
APT01,1,7/3/2005,K01B,3,
APT01,1,7/3/2005,N01B,.,
APT01,1,7/3/2005,N02B,2.5,
APT01,1,7/3/2005,N4DF,4.5,
APT01,1,7/3/2005,N4DU,5.2,
APT01,1,7/3/2005,R01A,2,
APT01,1,7/12/2005,020B,0,
APT01,1,7/12/2005,002C,0,
APT01,1,7/12/2005,004B,0.3,
APT01,1,7/12/2005,HQ,0.5,
APT01,1,7/12/2005,HQ02,1.2,
APT01,1,7/12/2005,K01B,1,
APT01,1,7/12/2005,N01B,.,
APT01,1,7/12/2005,N02B,0.2,
APT01,1,7/12/2005,N4DF,0,
APT01,1,7/12/2005,N4DU,0.4,
APT01,1,7/12/2005,R01A,.,
APT01,1,7/18/2005,020B,6,
APT01,1,7/18/2005,002C,6.9,
APT01,1,7/18/2005,004B,4.2,
APT01,1,7/18/2005,HQ,6,
APT01,1,7/18/2005,HQ02,4.3,
APT01,1,7/18/2005,K01B,5.1,
APT01,1,7/18/2005,N01B,.,
APT01,1,7/18/2005,N02B,2.2,
APT01,1,7/18/2005,N4DF,8,
APT01,1,7/18/2005,N4DU,4.8,
APT01,1,7/18/2005,R01A,.,
APT01,1,7/19/2005,020B,50.5,
APT01,1,7/19/2005,002C,42.5,
APT01,1,7/19/2005,004B,35.3,
APT01,1,7/19/2005,HQ,35.5,
APT01,1,7/19/2005,HQ02,34.8,
APT01,1,7/19/2005,K01B,32.6,
APT01,1,7/19/2005,N01B,.,
APT01,1,7/19/2005,N02B,38.7,
APT01,1,7/19/2005,N4DF,39.7,
APT01,1,7/19/2005,N4DU,37.6,
APT01,1,7/19/2005,R01A,.,
APT01,1,7/26/2005,020B,17.2,
APT01,1,7/26/2005,002C,17.9,
APT01,1,7/26/2005,004B,14.5,
APT01,1,7/26/2005,HQ,27.7,
APT01,1,7/26/2005,HQ02,25.7,
APT01,1,7/26/2005,K01B,5,
APT01,1,7/26/2005,N01B,.,
APT01,1,7/26/2005,N02B,13.2,
APT01,1,7/26/2005,N4DF,14.7,
APT01,1,7/26/2005,N4DU,15.1,
APT01,1,7/26/2005,R01A,8,
