DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,FIRSTINSTAR,SECTHIRDINSTAR,FORTHINSTAR,FIFTHINSTAR,FEMALE,MALE,TOTAL,COMMENTS
CGR02,3,2012,7,23,002D,,a,15,melanoplus keeleri,,3,,,,,3,
CGR02,3,2012,7,23,002D,,a,16,melanoplus bivittatu,,,,,,1,1,
CGR02,3,2012,7,23,002D,,a,20,syrbula admirabil,,1,,,,2,3,
CGR02,3,2012,7,23,002D,,a,21,orphulella speciosa,1,,2,10,8,16,37,
CGR02,3,2012,7,23,002D,,b,4,hypochlora alba,,,,,,1,1,
CGR02,3,2012,7,23,002D,,b,5,campylacan olivacea,,3,,1,,,4,
CGR02,3,2012,7,23,002D,,b,9,phoetaliot nebrascen,10,50,19,6,,,85,
CGR02,3,2012,7,23,002D,,b,10,melanoplus scudderi,,1,,,,,1,
CGR02,3,2012,7,23,002D,,b,12,melanoplus femurrubr,2,4,,,,,6,
CGR02,3,2012,7,23,002D,,b,15,melanoplus keeleri,,2,,,,,2,
CGR02,3,2012,7,23,002D,,b,20,syrbula admirabil,,1,2,2,1,4,10,
CGR02,3,2012,7,23,002D,,b,21,orphulella speciosa,,,2,2,7,14,25,
CGR02,3,2012,7,23,002D,,b,22,mermiria picta,,,1,,3,,4,
CGR02,3,2012,7,23,002D,,b,23,mermiria bivitatta,,,,,2,3,5,
CGR02,3,2012,7,23,N01B,,a,4,hypochlora alba,,,,,1,3,4,
CGR02,3,2012,7,23,N01B,,a,5,campylacan olivacea,,9,4,,,,13,
CGR02,3,2012,7,23,N01B,,a,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,23,N01B,,a,12,melanoplus femurrubr,12,11,3,,1,2,29,
CGR02,3,2012,7,23,N01B,,a,15,melanoplus keeleri,,,,2,1,,3,
CGR02,3,2012,7,23,N01B,,a,18,melanoplus spp.,4,,,,1,,5,
CGR02,3,2012,7,23,N01B,,a,20,syrbula admirabil,,,,2,1,3,6,
CGR02,3,2012,7,23,N01B,,a,21,orphulella speciosa,,,,,12,23,35,
CGR02,3,2012,7,23,N01B,,a,22,mermiria picta,,,,,1,,1,
CGR02,3,2012,7,23,N01B,,a,29,ageneotett deorum,,,,,1,3,4,
CGR02,3,2012,7,23,N01B,,a,34,arphia simplex,,,,,,1,1,
CGR02,3,2012,7,23,N01B,,b,4,hypochlora alba,,,,,2,2,4,
CGR02,3,2012,7,23,N01B,,b,5,campylacan olivacea,,13,6,1,,,20,
CGR02,3,2012,7,23,N01B,,b,6,hesperotet speciosus,,,,,2,,2,
CGR02,3,2012,7,23,N01B,,b,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,23,N01B,,b,9,phoetaliot nebrascen,,4,1,,,,5,
CGR02,3,2012,7,23,N01B,,b,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,2012,7,23,N01B,,b,12,melanoplus femurrubr,6,5,1,,2,1,15,
CGR02,3,2012,7,23,N01B,,b,15,melanoplus keeleri,,,,1,1,,2,
CGR02,3,2012,7,23,N01B,,b,16,melanoplus bivittatu,,,,,4,1,5,
CGR02,3,2012,7,23,N01B,,b,18,melanoplus spp.,1,,,,,,1,
CGR02,3,2012,7,23,N01B,,b,20,syrbula admirabil,,,,,,2,2,
CGR02,3,2012,7,23,N01B,,b,21,orphulella speciosa,1,,,,4,6,11,
CGR02,3,2012,7,23,N01B,,b,23,mermiria bivitatta,,,,,1,1,2,
CGR02,3,2012,7,23,N01B,,b,29,ageneotett deorum,,,,,2,,2,
CGR02,3,2012,7,23,N01B,,b,33,arphia xanthopte,,,,,,2,2,
CGR02,3,2012,7,23,N01B,,b,40,arphia spp.,,,2,,,,2,
CGR02,3,2012,7,23,N01B,,b,51,pardalopho spp.,3,,,,,,3,
CGR02,3,2012,7,23,001D,,a,4,hypochlora alba,,,1,,3,3,7,
CGR02,3,2012,7,23,001D,,a,5,campylacan olivacea,1,12,3,,,1,17,
CGR02,3,2012,7,23,001D,,a,9,phoetaliot nebrascen,,7,8,7,,1,23,
CGR02,3,2012,7,23,001D,,a,12,melanoplus femurrubr,1,,,,,,1,
CGR02,3,2012,7,23,001D,,a,21,orphulella speciosa,1,,,,14,12,27,
CGR02,3,2012,7,23,001D,,a,22,mermiria picta,,,,2,1,,3,
CGR02,3,2012,7,23,001D,,a,23,mermiria bivitatta,,,,,1,1,2,
CGR02,3,2012,7,23,001D,,a,40,arphia spp.,2,,,,,,2,
CGR02,3,2012,7,23,001D,,a,51,pardalphor spp.,3,,,,,,3,
CGR02,3,2012,7,23,001D,,b,5,campylacan olivacea,,3,3,,,2,8,
CGR02,3,2012,7,23,001D,,b,9,phoetaliot nebrascen,,,4,,,,4,
CGR02,3,2012,7,23,001D,,b,10,melanoplus scudderi,,,,,,1,1,
CGR02,3,2012,7,23,001D,,b,15,melanoplus keeleri,,,,,1,3,4,
CGR02,3,2012,7,23,001D,,b,20,syrbula admirabil,,,,,,1,1,
CGR02,3,2012,7,23,001D,,b,21,orphulella speciosa,1,,,,24,45,70,
CGR02,3,2012,7,23,001D,,b,23,mermiria bivitatta,,,,,,2,2,
CGR02,3,2012,7,23,001D,,b,33,arphia xanthopte,,,1,,,,1,
CGR02,3,2012,7,23,001D,,b,51,pardalopho spp.,6,6,,,,,12,
CGR02,3,2012,7,23,N04D,,a,4,hypochlora alba,,,1,,1,,2,
CGR02,3,2012,7,23,N04D,,a,5,campylacan olivacea,,4,1,,,,5,
CGR02,3,2012,7,23,N04D,,a,9,phoetaliot nebrascen,,6,,,,,6,
CGR02,3,2012,7,23,N04D,,a,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,2012,7,23,N04D,,a,12,melanoplus femurrubr,12,3,1,1,2,,19,
CGR02,3,2012,7,23,N04D,,a,15,melanoplus keeleri,,,1,,,,1,
CGR02,3,2012,7,23,N04D,,a,20,syrbula admirabil,,1,1,,,3,5,
CGR02,3,2012,7,23,N04D,,a,21,orphulella speciosa,8,,,,,2,10,
CGR02,3,2012,7,23,N04D,,a,22,mermiria picta,,,,,,1,1,
CGR02,3,2012,7,23,N04D,,a,23,mermiria bivitatta,,,,,3,,3,
CGR02,3,2012,7,23,N04D,,a,29,ageneotett deorum,,,,,2,1,3,
CGR02,3,2012,7,23,N04D,,a,33,arphia xanthopte,,,,,1,,1,
CGR02,3,2012,7,23,N04D,,a,40,arphia spp.,1,,,2,,,3,
CGR02,3,2012,7,23,N04D,,a,51,pardalopho spp.,9,,,,,,9,
CGR02,3,2012,7,23,N04D,,b,4,hypochlora alba,,,,,1,2,3,
CGR02,3,2012,7,23,N04D,,b,5,campylacan olivacea,,5,2,1,,,8,
CGR02,3,2012,7,23,N04D,,b,12,melanoplus femurrubr,11,3,3,1,,,18,
CGR02,3,2012,7,23,N04D,,b,13,melanoplus packardii,,,,,1,,1,
CGR02,3,2012,7,23,N04D,,b,15,melanoplus keeleri,,,,1,,,1,
CGR02,3,2012,7,23,N04D,,b,18,melanoplus spp.,1,,,,1,,2,
CGR02,3,2012,7,23,N04D,,b,20,syrbula admirabil,,1,,,,3,4,
CGR02,3,2012,7,23,N04D,,b,21,orphulella speciosa,2,,,,3,1,6,
CGR02,3,2012,7,23,N04D,,b,23,mermiria bivitatta,,,,,,1,1,
CGR02,3,2012,7,23,N04D,,b,29,ageneotett deorum,,,,,2,3,5,
CGR02,3,2012,7,23,N04D,,b,40,arphia spp.,1,,,,,,1,
CGR02,3,2012,7,23,N04D,,b,41,unknown,1,,,,,,1,
CGR02,3,2012,7,23,N04D,,b,51,pardalopho spp.,3,,,,,,3,
CGR02,3,2012,7,23,004F,,a,4,hypochlora alba,,,,,2,,2,
CGR02,3,2012,7,23,004F,,a,5,campylacan olivacea,,10,1,,,,11,
CGR02,3,2012,7,23,004F,,a,9,phoetaliot nebrascen,,26,12,,,,38,
CGR02,3,2012,7,23,004F,,a,10,melanoplus scudderi,,,3,,,,3,
CGR02,3,2012,7,23,004F,,a,12,melanoplus femurrubr,1,,,,,,1,
CGR02,3,2012,7,23,004F,,a,15,melanoplus keeleri,,,,1,,,1,
CGR02,3,2012,7,23,004F,,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,2012,7,23,004F,,a,20,syrbula admirabil,,,2,2,1,2,7,
CGR02,3,2012,7,23,004F,,a,21,orphulella speciosa,2,,,1,6,,9,
CGR02,3,2012,7,23,004F,,a,22,mermiria picta,,,,1,,,1,
CGR02,3,2012,7,23,004F,,a,23,mermiria bivitatta,,,,,1,1,2,
CGR02,3,2012,7,23,004F,,a,33,arphia xanthopte,,1,,,,,1,
CGR02,3,2012,7,23,004F,,a,51,pardalopho spp.,3,,,,,,3,
CGR02,3,2012,7,23,004F,,b,4,hypochlora alba,,,2,,10,5,17,
CGR02,3,2012,7,23,004F,,b,5,campylacan olivacea,,22,,,,,22,
CGR02,3,2012,7,23,004F,,b,9,phoetaliot nebrascen,3,60,11,2,,,76,
CGR02,3,2012,7,23,004F,,b,10,melanoplus scudderi,,6,2,2,,,10,
CGR02,3,2012,7,23,004F,,b,12,melanoplus femurrubr,17,11,1,1,,2,32,
CGR02,3,2012,7,23,004F,,b,15,melanoplus keeleri,,1,1,1,,,3,
CGR02,3,2012,7,23,004F,,b,20,syrbula admirabil,,,1,1,,2,4,
CGR02,3,2012,7,23,004F,,b,21,orphulella speciosa,,,1,,4,3,8,
CGR02,3,2012,7,23,004F,,b,22,mermiria picta,,,,1,1,,2,
CGR02,3,2012,7,23,004F,,b,23,mermiria bivitatta,,,,,6,5,11,
CGR02,3,2012,7,23,004F,,b,28,boopedon gracile,,,,,1,,1,
CGR02,3,2012,7,23,004F,,b,33,arphia xanthopte,,,,1,,,1,
CGR02,3,2012,7,23,004F,,b,40,arphia spp.,,2,1,,,,3,
CGR02,3,2012,7,23,004F,,b,41,unknown,1,,,,,,1,
CGR02,3,2012,7,23,004F,,b,51,pardalopho spp.,3,,,,,,3,
CGR02,3,2012,7,23,002C,,a,5,campylacan olivacea,1,,,,,,1,
CGR02,3,2012,7,23,002C,,a,9,phoetaliot nebrascen,1,35,5,,,,41,
CGR02,3,2012,7,23,002C,,a,10,melanoplus scudderi,,1,,,,,1,
CGR02,3,2012,7,23,002C,,a,20,syrbula admirabil,2,,,1,1,,4,
CGR02,3,2012,7,23,002C,,a,21,orphulella speciosa,,,1,8,5,8,22,
CGR02,3,2012,7,23,002C,,a,22,mermiria picta,,,4,5,,2,11,
CGR02,3,2012,7,23,002C,,a,23,mermiria bivitatta,,1,1,1,1,5,9,
CGR02,3,2012,7,23,002C,,a,44,melanoplus angustipe,,,,,1,,1,
CGR02,3,2012,7,23,002C,,a,51,pardalopho spp.,1,,,,,,1,
CGR02,3,2012,7,23,002C,,b,4,hypochlora alba,,,,,1,1,2,
CGR02,3,2012,7,23,002C,,b,5,campylacan olivacea,2,1,,,,,3,
CGR02,3,2012,7,23,002C,,b,9,phoetaliot nebrascen,12,25,2,,,,39,
CGR02,3,2012,7,23,002C,,b,10,melanoplus scudderi,1,1,,,,,2,
CGR02,3,2012,7,23,002C,,b,12,melanoplus femurrubr,3,,,,,,3,
CGR02,3,2012,7,23,002C,,b,13,melanoplus packardii,,,,,1,,1,
CGR02,3,2012,7,23,002C,,b,15,melanoplus keeleri,,,1,,,,1,
CGR02,3,2012,7,23,002C,,b,20,syrbula admirabil,,1,,,,,1,
CGR02,3,2012,7,23,002C,,b,21,orphulella speciosa,,,3,4,8,24,39,
CGR02,3,2012,7,23,002C,,b,22,mermiria picta,,,1,1,1,1,4,
CGR02,3,2012,7,23,002C,,b,23,mermiria bivitatta,,,,,1,1,2,
CGR02,3,2012,7,23,002C,,b,30,mermiria spp.,,1,,,,,1,
CGR02,3,2012,7,23,002C,,b,40,arphia spp.,,1,,,,,1,
CGR02,3,2012,7,23,020B,,a,4,hypochlora alba,,2,1,3,3,3,12,
CGR02,3,2012,7,23,020B,,a,5,campylacan olivacea,1,7,1,1,,,10,
CGR02,3,2012,7,23,020B,,a,9,phoetaliot nebrascen,22,80,14,2,,,118,
CGR02,3,2012,7,23,020B,,a,10,melanoplus scudderi,2,3,,,,,5,
CGR02,3,2012,7,23,020B,,a,12,melanoplus femurrubr,,2,,,1,,3,
CGR02,3,2012,7,23,020B,,a,15,melanoplus keeleri,,1,,,,,1,
CGR02,3,2012,7,23,020B,,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,2012,7,23,020B,,a,20,syrbula admirabil,,,,,1,,1,
CGR02,3,2012,7,23,020B,,a,21,orphulella speciosa,,,,1,1,1,3,
CGR02,3,2012,7,23,020B,,a,22,mermiria picta,,,1,,,,1,
CGR02,3,2012,7,23,020B,,a,23,mermiria bivitatta,,,,,,1,1,
CGR02,3,2012,7,23,020B,,a,41,unknown,1,,,,,,1,
CGR02,3,2012,7,23,020B,,a,51,pardalopho spp.,1,1,,,,,2,
CGR02,3,2012,7,23,020B,,b,4,hypochlora alba,,2,4,1,2,1,10,
CGR02,3,2012,7,23,020B,,b,5,campylacan olivacea,1,1,,,,,2,
CGR02,3,2012,7,23,020B,,b,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,23,020B,,b,9,phoetaliot nebrascen,110,79,19,2,,,210,
CGR02,3,2012,7,23,020B,,b,10,melanoplus scudderi,,5,2,,,,7,
CGR02,3,2012,7,23,020B,,b,12,melanoplus femurrubr,11,2,,,,,13,
CGR02,3,2012,7,23,020B,,b,22,mermiria picta				,,,,,,1,1,
CGR02,3,2012,7,23,020B,,b,41,unknown,4,,,,,,4,
CGR02,3,2012,7,23,020B,,b,51,pardalopho spp.,2,,,,,,2,
CGR02,3,2012,7,23,0SUB,,a,4,hypochlora alba,,,,,,2,2,
CGR02,3,2012,7,23,0SUB,,a,5,campylacan olivacea,,5,1,1,,,7,
CGR02,3,2012,7,23,0SUB,,a,9,phoetaliot nebrascen,,5,3,2,,,10,
CGR02,3,2012,7,23,0SUB,,a,12,melanoplus femurrubr,17,4,1,2,,,24,
CGR02,3,2012,7,23,0SUB,,a,15,melanoplus keeleri,,,2,3,1,1,7,
CGR02,3,2012,7,23,0SUB,,a,17,melanoplus confusus,,,,,,1,1,
CGR02,3,2012,7,23,0SUB,,a,18,melanoplus spp.,1,,,,,,1,
CGR02,3,2012,7,23,0SUB,,a,21,orphulella speciosa,3,,,,12,17,32,
CGR02,3,2012,7,23,0SUB,,a,22,mermiria picta,,,,1,,,1,
CGR02,3,2012,7,23,0SUB,,a,37,hippiscus rugosus,,,,,1,,1,
CGR02,3,2012,7,23,0SUB,,a,39,pardalopho haldemani,,,,1,,,1,
CGR02,3,2012,7,23,0SUB,,a,40,arphia spp.,2,,,,,,2,
CGR02,3,2012,7,23,0SUB,,a,51,pardalopho spp.,8,,,,,,8,
CGR02,3,2012,7,23,0SUB,,b,9,phoetaliot nebrascen,,2,6,1,,,9,
CGR02,3,2012,7,23,0SUB,,b,10,melanoplus scudderi,,1,,,,2,3,
CGR02,3,2012,7,23,0SUB,,b,12,melanoplus femurrubr,16,1,1,,1,2,21,
CGR02,3,2012,7,23,0SUB,,b,13,melanoplus packardii,,,,,1,1,2,
CGR02,3,2012,7,23,0SUB,,b,15,melanoplus keeleri,,,1,2,1,3,7,
CGR02,3,2012,7,23,0SUB,,b,18,melanoplus spp.,1,,,,,1,2,
CGR02,3,2012,7,23,0SUB,,b,20,syrbula admirabil,,,,,,2,2,
CGR02,3,2012,7,23,0SUB,,b,21,orphulella speciosa,5,,,,2,5,12,
CGR02,3,2012,7,23,0SUB,,b,23,mermiria bivitatta,,,,,,1,1,
CGR02,3,2012,7,23,0SUB,,b,29,ageneotett deorum,,,,,,1,1,
CGR02,3,2012,7,23,0SUB,,b,40,arphia spp.,2,1,,,,,3,
CGR02,3,2012,7,23,0SUB,,b,41,unknown,1,,,,,,1,
CGR02,3,2012,7,23,0SUB,,b,51,pardalopho spp.,3,2,,,,,5,
CGR02,3,2012,7,23,0SPB,,a,5,campylacan olivacea,,7,,,,,7,
CGR02,3,2012,7,23,0SPB,,a,9,phoetaliot nebrascen,,3,10,1,1,,15,
CGR02,3,2012,7,23,0SPB,,a,12,melanoplus femurrubr,1,1,,,,,2,
CGR02,3,2012,7,23,0SPB,,a,13,melanoplus packardii,,,,,1,,1,
CGR02,3,2012,7,23,0SPB,,a,15,melanoplus keeleri,,,,4,,1,5,
CGR02,3,2012,7,23,0SPB,,a,21,orphulella speciosa,12,,,,38,43,93,
CGR02,3,2012,7,23,0SPB,,a,22,mermiria picta,,,1,2,,1,4,
CGR02,3,2012,7,23,0SPB,,a,23,mermiria bivitatta,,,,,2,4,6,
CGR02,3,2012,7,23,0SPB,,a,33,arphia xanthopte,,,,,,1,1,
CGR02,3,2012,7,23,0SPB,,a,40,arphia spp.,,1,,,,,1,
CGR02,3,2012,7,23,0SPB,,a,51,pardalopho spp.,31,,,,,,31,
CGR02,3,2012,7,23,0SPB,,b,5,campylacan olivacea,,2,,,,,2,
CGR02,3,2012,7,23,0SPB,,b,7,hesperotet viridis,,,,,1,1,2,
CGR02,3,2012,7,23,0SPB,,b,9,phoetaliot nebrascen,,17,22,7,,,46,
CGR02,3,2012,7,23,0SPB,,b,12,melanoplus femurrubr,,,,4,,,4,
CGR02,3,2012,7,23,0SPB,,b,13,melanoplus packardii,,,,,1,,1,
CGR02,3,2012,7,23,0SPB,,b,15,melanoplus keeleri,,,,2,,2,4,
CGR02,3,2012,7,23,0SPB,,b,20,syrbula admirabil,1,,,,2,1,4,
CGR02,3,2012,7,23,0SPB,,b,21,orphulella speciosa,2,,,,32,41,75,
CGR02,3,2012,7,23,0SPB,,b,22,mermiria picta,,,,2,,1,3,
CGR02,3,2012,7,23,0SPB,,b,23,mermiria bivitatta,,,,,,4,4,
CGR02,3,2012,7,23,0SPB,,b,40,arphia spp.,,,,1,,,1,
CGR02,3,2012,7,23,0SPB,,b,51,pardalopho spp.,29,4,,,,,33,
CGR02,3,2012,7,24,004B,,a,4,hypochlora alba,,3,2,,2,5,12,
CGR02,3,2012,7,24,004B,,a,5,campylacan olivacea,8,7,6,,,1,22,
CGR02,3,2012,7,24,004B,,a,9,phoetaliot nebrascen,32,11,1,,,,44,
CGR02,3,2012,7,24,004B,,a,10,melanoplus scudderi,,7,1,,,,8,
CGR02,3,2012,7,24,004B,,b,4,hypochlora alba,,1,,,,,1,
CGR02,3,2012,7,24,004B,,b,5,campylacan olivacea,2,,,,,,2,
CGR02,3,2012,7,24,004B,,b,9,phoetaliot nebrascen,8,12,,,,,20,
CGR02,3,2012,7,24,004B,,b,10,melanoplus scudderi,,3,2,,,,5,
CGR02,3,2012,7,24,004B,,b,12,melanoplus femurrubr,,,,,1,,1,
CGR02,3,2012,7,24,004B,,b,16,melanoplus bivittatu,,,,,1,1,2,
CGR02,3,2012,7,24,004B,,b,20,syrbula admirabil,,,,,1,,1,
CGR02,3,2012,7,24,004B,,b,21,orphulella speciosa,,,,,1,2,3,
CGR02,3,2012,7,24,N01A,,a,4,hypochlora alba,,,,,1,,1,
CGR02,3,2012,7,24,N01A,,a,5,campylacan olivacea,,1,,,,,1,
CGR02,3,2012,7,24,N01A,,a,9,phoetaliot nebrascen,1,1,1,,,,3,
CGR02,3,2012,7,24,N01A,,a,10,melanoplus scudderi,,,,,,1,1,
CGR02,3,2012,7,24,N01A,,a,12,melanoplus femurrubr,1,1,1,,1,,4,
CGR02,3,2012,7,24,N01A,,a,13,melanoplus packardii,,,,,,1,1,
CGR02,3,2012,7,24,N01A,,a,15,melanoplus keeleri,,,,2,2,,4,
CGR02,3,2012,7,24,N01A,,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,2012,7,24,N01A,,a,20,syrbula admirabil,,,,,2,2,4,
CGR02,3,2012,7,24,N01A,,a,21,orphulella speciosa,1,,,,2,3,6,
CGR02,3,2012,7,24,N01A,,a,29,ageneotett deorum,,,,,2,1,3,
CGR02,3,2012,7,24,N01A,,a,33,arphia xanthopte,,,,,1,1,2,
CGR02,3,2012,7,24,N01A,,a,41,unknown,1,,,,,,1,
CGR02,3,2012,7,24,N01A,,b,4,hypochlora alba,,,,,1,2,3,
CGR02,3,2012,7,24,N01A,,b,5,campylacan olivacea,1,7,1,,,,9,
CGR02,3,2012,7,24,N01A,,b,9,phoetaliot nebrascen,,,4,,,,4,
CGR02,3,2012,7,24,N01A,,b,12,melanoplus femurrubr,8,4,3,4,,3,22,
CGR02,3,2012,7,24,N01A,,b,15,melanoplus keeleri,,,,1,2,,3,
CGR02,3,2012,7,24,N01A,,b,16,melanoplus bivittatu,,,,1,7,2,10,
CGR02,3,2012,7,24,N01A,,b,20,syrbula admirabil,,,1,1,3,6,11,
CGR02,3,2012,7,24,N01A,,b,21,orphulella speciosa,,,,,4,9,13,
CGR02,3,2012,7,24,N01A,,b,33,arphia xanthopte,,,,,1,,1,
CGR02,3,2012,7,24,N01A,,b,34,arphia simplex,,,,,1,,1,
CGR02,3,2012,7,24,N01A,,b,37,hippiscus rugosus,,,,,1,,1,
CGR02,3,2012,7,24,N01A,,b,40,arphia spp.,2,,,,,,2,
CGR02,3,2012,7,24,N04A,,a,5,campylacan olivacea,,1,1,,,,2,
CGR02,3,2012,7,24,N04A,,a,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,24,N04A,,a,9,phoetaliot nebrascen,1,,2,,,,3,
CGR02,3,2012,7,24,N04A,,a,12,melanoplus femurrubr,6,,,,,,6,
CGR02,3,2012,7,24,N04A,,a,13,melanoplus packardii,,,,,,1,1,
CGR02,3,2012,7,24,N04A,,a,20,syrbula admirabil,,,,,,1,1,
CGR02,3,2012,7,24,N04A,,a,21,orphulella speciosa,,,,,3,1,4,
CGR02,3,2012,7,24,N04A,,a,23,mermiria bivitatta,,,,,1,,1,
CGR02,3,2012,7,24,N04A,,a,29,ageneotett deorum,,,,,1,1,2,
CGR02,3,2012,7,24,N04A,,a,51,pardalopho spp.,1,,,,,,1,
CGR02,3,2012,7,24,N04A,,b,5,campylacan olivacea,,,1,,,,1,
CGR02,3,2012,7,24,N04A,,b,6,hesperotet speciosus,,,,,1,,1,
CGR02,3,2012,7,24,N04A,,b,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,24,N04A,,b,9,phoetaliot nebrascen,,1,,,,,1,
CGR02,3,2012,7,24,N04A,,b,10,melanoplus scudderi,,,,,,1,1,
CGR02,3,2012,7,24,N04A,,b,12,melanoplus femurrubr,3,,1,1,,,5,
CGR02,3,2012,7,24,N04A,,b,16,melanoplus bivittatu,,,,,1,2,3,
CGR02,3,2012,7,24,N04A,,b,20,syrbula admirabil,,,,,1,4,5,
CGR02,3,2012,7,24,N04A,,b,21,orphulella speciosa,,,,,1,4,5,
CGR02,3,2012,7,24,N04A,,b,34,arphia simplex,,,,,1,,1,
CGR02,3,2012,7,24,N04A,,b,51,pardalopho spp.,1,1,,,,,2,
CGR02,3,2012,7,24,N20A,,a,4,hypochlora alba,,,,,2,2,4,
CGR02,3,2012,7,24,N20A,,a,5,campylacan olivacea,,6,2,,,,8,
CGR02,3,2012,7,24,N20A,,a,9,phoetaliot nebrascen,,6,6,,,,12,
CGR02,3,2012,7,24,N20A,,a,12,melanoplus femurrubr,,,,1,,,1,
CGR02,3,2012,7,24,N20A,,a,15,melanoplus keeleri,,,,1,1,,2,
CGR02,3,2012,7,24,N20A,,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,a,20,syrbula admirabil,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,a,21,orphulella speciosa,1,,,,3,4,8,
CGR02,3,2012,7,24,N20A,,a,22,mermiria picta,,,,,2,3,5,
CGR02,3,2012,7,24,N20A,,a,23,mermiria bivitatta,,,,,,1,1,
CGR02,3,2012,7,24,N20A,,a,33,arphia xanthopte,,,1,,,,1,
CGR02,3,2012,7,24,N20A,,a,34,arphia simplex,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,a,40,arphia spp.,,1,,,,,1,
CGR02,3,2012,7,24,N20A,,a,51,pardalopho spp.,1,,,,,,1,
CGR02,3,2012,7,24,N20A,,b,5,campylacan olivacea,,1,,,,,1,
CGR02,3,2012,7,24,N20A,,b,6,hesperotet speciosus,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,b,9,phoetaliot nebrascen,,2,2,,,,4,
CGR02,3,2012,7,24,N20A,,b,10,melanoplus scudderi,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,b,21,orphulella speciosa,1,,,,2,1,4,
CGR02,3,2012,7,24,N20A,,b,35,arphia conspersa,,,,,1,,1,
CGR02,3,2012,7,24,N20A,,b,39,pardalopho haldemani,,,,,,1,1,
CGR02,3,2012,7,24,N20A,,b,40,arphia spp.,2,,,,,,2,
CGR02,3,2012,7,24,N20A,,b,51,pardalopho spp.,10,,,,,,10,
CGR02,3,2012,7,16,001D,,a,4,hypochlora alba,,,,,1,1,2,
CGR02,3,2012,7,16,001D,,a,5,campylacan olivacea,,3,,,,,3,
CGR02,3,2012,7,16,001D,,a,9,phoetaliot nebrascen,1,10,35,2,,,48,
CGR02,3,2012,7,16,001D,,a,16,melanoplus bivittatu,,,,,,2,2,
CGR02,3,2012,7,16,001D,,a,21,orphulella speciosa,1,,,,17,9,27,
CGR02,3,2012,7,16,001D,,a,22,mermiria picta,,,1,,,,1,
CGR02,3,2012,7,16,001D,,a,23,mermiria bivitatta,,,,1,,1,2,
CGR02,3,2012,7,16,001D,,a,33,arphia xanthopte,,,,,,1,1,
CGR02,3,2012,7,16,001D,,a,34,arphia simplex,,,,1,,,1,
CGR02,3,2012,7,16,001D,,a,39,pardalopho haldemani,,,,,1,,1,
CGR02,3,2012,7,16,001D,,a,40,arphia spp.,2,,,,,,2,
CGR02,3,2012,7,16,001D,,b,5,campylacan olivacea,,1,1,,,,2,
CGR02,3,2012,7,16,001D,,b,7,hesperotet viridis,,,,,1,,1,
CGR02,3,2012,7,16,001D,,b,9,phoetaliot nebrascen,,5,2,,,,7,
CGR02,3,2012,7,16,001D,,b,15,melanoplus keeleri,,1,1,4,,,6,
CGR02,3,2012,7,16,001D,,b,21,orphulella speciosa,,,,2,14,16,32,
CGR02,3,2012,7,16,001D,,b,51,pardalopho spp.,1,2,,,,,3,
CGR02,3,2012,7,16,0SUB,,a,4,hypochlora alba,,,,,,1,1,
CGR02,3,2012,7,16,0SUB,,a,5,campylacan olivacea,,1,2,,,,3,
CGR02,3,2012,7,16,0SUB,,a,9,phoetaliot nebrascen,,3,2,1,,,6,
CGR02,3,2012,7,16,0SUB,,a,12,melanoplus femurrubr,20,3,1,1,1,1,27,
CGR02,3,2012,7,16,0SUB,,a,15,melanoplus keeleri,,,3,1,1,1,6,
CGR02,3,2012,7,16,0SUB,,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,2012,7,16,0SUB,,a,18,melanoplus spp.,,1,,,,,1,
CGR02,3,2012,7,16,0SUB,,a,20,syrbula admirabil,,,,,,1,1,
CGR02,3,2012,7,16,0SUB,,a,21,orphulella speciosa,,,,,13,16,29,
CGR02,3,2012,7,16,0SUB,,a,33,arphia xanthopte,,,,1,,,1,
CGR02,3,2012,7,16,0SUB,,a,41,unknown,1,,,,,,1,
CGR02,3,2012,7,16,0SUB,,b,9,phoetaliot nebrascen,,7,5,,,,12,
CGR02,3,2012,7,16,0SUB,,b,10,melanoplus scudderi,,,1,,,1,2,
CGR02,3,2012,7,16,0SUB,,b,12,melanoplus femurrubr,5,4,1,,,2,12,
CGR02,3,2012,7,16,0SUB,,b,15,melanoplus keeleri,,,4,4,,,8,
CGR02,3,2012,7,16,0SUB,,b,16,melanoplus bivittatu,,,,,,1,1,
